OTU1,gi|320337741|gb|HQ709022.1|;gi|320337743|gb|HQ709023.1|;gi|320337745|gb|HQ709024.1|,OTU1,HQ709022.1,82.778,180,31,0,1,180,18,197,3.53e-43,185
OTU1,gi|320336059|gb|HQ708181.1|,OTU1,HQ708181.1,82.778,180,31,0,1,180,18,197,3.53e-43,185
OTU1,gi|320336023|gb|HQ708163.1|;gi|320336025|gb|HQ708164.1|,OTU1,HQ708163.1,82.778,180,31,0,1,180,18,197,3.53e-43,185
OTU1,gi|675391578|gb|KJ654142.1|,OTU1,KJ654142.1,83.626,171,28,0,4,174,22,192,1.23e-42,183
OTU1,gi|675391436|gb|KJ654071.1|,OTU1,KJ654071.1,83.626,171,28,0,4,174,22,192,1.23e-42,183
OTU1,gi|675391312|gb|KJ654009.1|,OTU1,KJ654009.1,82.955,176,30,0,5,180,23,198,1.23e-42,183
OTU1,gi|629748430|gb|KJ651306.1|,OTU1,KJ651306.1,83.626,171,28,0,4,174,22,192,1.23e-42,183
OTU1,gi|294679471|gb|HM033192.1|,OTU1,HM033192.1,83.626,171,28,0,4,174,22,192,1.23e-42,183
OTU1,gi|985768909|gb|KT692797.1|;gi|985768911|gb|KT692798.1|;gi|985768913|gb|KT692799.1|;gi|985768915|gb|KT692800.1|;gi|985768917|gb|KT692801.1|;gi|985768919|gb|KT692802.1|,OTU1,KT692797.1,82.222,180,32,0,1,180,18,197,4.30e-42,181
OTU1,gi|324983185|gb|HQ171170.1|,OTU1,HQ171170.1,82.857,175,30,0,1,175,19,193,4.30e-42,181
OTU2,gi|320336037|gb|HQ708170.1|,OTU2,HQ708170.1,77.222,180,41,0,1,180,3,182,1.32e-29,140
OTU2,gi|320336057|gb|HQ708180.1|,OTU2,HQ708180.1,76.667,180,42,0,1,180,18,197,1.60e-28,136
OTU2,gi|320336055|gb|HQ708179.1|,OTU2,HQ708179.1,76.667,180,42,0,1,180,18,197,1.60e-28,136
OTU2,gi|320336035|gb|HQ708169.1|,OTU2,HQ708169.1,76.667,180,42,0,1,180,18,197,1.60e-28,136
OTU2,gi|320336033|gb|HQ708168.1|,OTU2,HQ708168.1,76.667,180,42,0,1,180,18,197,1.60e-28,136
